trip_id,pickup_time,drop_time,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,payment_method,fare_amount,surge_fare,Total_fare
7083,12-04-2025 16:39,12-04-2025 17:16,4,11.44,190,106,3,Google Pay,25.75,3.43,29.18
7084,01-04-2025 15:30,01-04-2025 15:40,5,22.05,192,129,3,Google Pay,47.32,4.26,51.58
7085,06-04-2025 01:50,06-04-2025 02:33,2,12.61,32,97,3,Google Pay,28.13,6.8,34.93
7086,28-04-2025 11:32,28-04-2025 12:13,6,8.75,175,64,3,Google Pay,20.28,4.68,24.96
7087,08-04-2025 22:43,08-04-2025 23:34,6,18.49,258,128,3,Google Pay,40.08,3.96,44.04
7088,27-04-2025 22:22,27-04-2025 22:53,1,20.76,123,223,3,Google Pay,44.7,7.8,52.5
7089,07-04-2025 21:04,07-04-2025 21:10,1,14.05,85,104,3,Google Pay,31.06,0.72,31.78
7090,30-04-2025 23:58,01-05-2025 00:23,5,17.18,216,152,3,Google Pay,37.42,6.53,43.95
7091,21-04-2025 07:51,21-04-2025 08:35,5,20.97,216,114,3,Google Pay,45.12,4.49,49.61
7092,17-04-2025 19:53,17-04-2025 20:13,4,23.15,14,55,3,Google Pay,49.55,3.35,52.9
7093,08-04-2025 23:34,08-04-2025 23:49,3,26.92,37,121,3,Google Pay,57.22,9.28,66.5
7094,12-04-2025 21:21,12-04-2025 22:02,1,10.96,27,217,3,Google Pay,24.78,7.78,32.56
7095,11-04-2025 17:59,11-04-2025 18:44,5,28.57,152,123,3,Google Pay,60.57,2.19,62.76
7096,23-04-2025 01:39,23-04-2025 02:14,1,19.3,64,3,3,Google Pay,41.73,6.52,48.25
7097,09-04-2025 05:29,09-04-2025 06:17,5,23.74,70,92,3,Google Pay,50.75,8.22,58.97
7098,25-04-2025 00:02,25-04-2025 00:12,2,21.14,154,164,3,Google Pay,45.47,9.89,55.36
7099,02-04-2025 12:08,02-04-2025 12:36,1,6.56,253,119,3,Google Pay,15.83,6.98,22.81
7100,16-04-2025 14:28,16-04-2025 14:34,2,2.61,29,61,3,Google Pay,7.8,6.91,14.71
7101,04-04-2025 20:11,04-04-2025 21:03,1,21.93,74,214,3,Google Pay,47.07,6.13,53.2
7102,07-04-2025 14:27,07-04-2025 15:10,3,15.58,59,247,3,Google Pay,34.17,0.4,34.57
7103,28-04-2025 02:29,28-04-2025 03:24,4,21.22,243,235,3,Google Pay,45.63,5.85,51.48
7104,08-04-2025 00:22,08-04-2025 01:08,6,14.57,149,78,3,Google Pay,32.11,8.05,40.16
7105,23-04-2025 13:42,23-04-2025 14:11,6,9.71,10,24,3,Google Pay,22.24,3.95,26.19
7106,19-04-2025 19:02,19-04-2025 19:42,6,8.91,132,101,3,Google Pay,20.61,5.87,26.48
7107,18-04-2025 10:31,18-04-2025 11:08,2,22.05,62,251,3,Google Pay,47.32,9.26,56.58
7108,11-04-2025 19:54,11-04-2025 20:54,5,8.67,262,123,3,Google Pay,20.12,1.72,21.84
7109,21-04-2025 00:47,21-04-2025 01:04,6,21.58,218,215,3,Google Pay,46.36,2.8,49.16
7110,30-04-2025 00:24,30-04-2025 01:23,3,11.83,232,262,3,Google Pay,26.54,1.1,27.64
7111,08-04-2025 14:43,08-04-2025 14:58,6,23.24,72,123,3,Google Pay,49.74,5,54.74
7112,10-04-2025 14:18,10-04-2025 14:52,1,4.71,16,252,3,Google Pay,12.07,8.4,20.47
7113,27-04-2025 07:03,27-04-2025 07:31,2,6.55,38,158,3,Google Pay,15.81,4.35,20.16
7114,16-04-2025 16:54,16-04-2025 17:45,1,20.73,177,149,3,Google Pay,44.63,0.7,45.33
7115,03-04-2025 11:20,03-04-2025 12:20,1,17.03,83,65,3,Google Pay,37.11,2.64,39.75
7116,30-04-2025 05:31,30-04-2025 05:51,1,6.51,17,4,3,Google Pay,15.73,8.9,24.63
7117,13-04-2025 00:47,13-04-2025 01:03,4,27.13,156,174,3,Google Pay,57.64,5.58,63.22
7118,06-04-2025 06:41,06-04-2025 07:16,4,8.64,172,136,3,Google Pay,20.06,9.14,29.2
7119,03-04-2025 09:22,03-04-2025 10:12,5,12.92,70,244,3,Google Pay,28.76,8.34,37.1
7120,08-04-2025 15:03,08-04-2025 15:20,2,6.47,71,60,3,Google Pay,15.65,4.14,19.79
7121,22-04-2025 02:49,22-04-2025 03:14,3,11.95,255,45,3,Google Pay,26.79,6.34,33.13
7122,19-04-2025 03:32,19-04-2025 03:45,3,15,131,72,3,Google Pay,32.99,6.64,39.63
7123,22-04-2025 16:10,22-04-2025 16:33,3,9.21,49,95,3,Google Pay,21.22,7.47,28.69
7124,14-04-2025 17:10,14-04-2025 17:19,1,23.19,21,31,3,Google Pay,49.63,3.33,52.96
7125,22-04-2025 16:12,22-04-2025 16:18,4,12.12,220,156,3,Google Pay,27.13,2.89,30.02
7126,25-04-2025 05:39,25-04-2025 05:57,2,22.02,187,240,3,Google Pay,47.26,6.85,54.11
7127,11-04-2025 15:13,11-04-2025 15:54,1,6.61,32,64,3,Google Pay,15.94,8.19,24.13
7128,18-04-2025 06:50,18-04-2025 07:24,4,11.62,203,109,3,Google Pay,26.12,4.14,30.26
7129,18-04-2025 18:03,18-04-2025 18:37,4,0.74,242,68,3,Google Pay,4,3.21,7.21
7130,22-04-2025 14:22,22-04-2025 14:42,6,22.88,16,35,3,Google Pay,49,8.26,57.26
7131,12-04-2025 22:51,12-04-2025 23:39,6,18.96,173,251,3,Google Pay,41.04,6.87,47.91
7132,07-04-2025 14:32,07-04-2025 15:15,2,24.63,137,36,3,Google Pay,52.56,3.44,56
7133,25-04-2025 03:23,25-04-2025 03:56,2,13.94,179,132,3,Google Pay,30.83,5.3,36.13
7134,20-04-2025 18:50,20-04-2025 19:10,2,24.09,61,222,3,Google Pay,51.46,9.61,61.07
7135,01-04-2025 12:57,01-04-2025 13:52,1,19.6,104,167,3,Google Pay,42.34,7.5,49.84
7136,14-04-2025 03:26,14-04-2025 03:42,5,0.61,195,60,3,Google Pay,3.74,2.22,5.96
7137,21-04-2025 10:13,21-04-2025 10:47,2,7.98,256,113,3,Google Pay,18.72,2.95,21.67
7138,18-04-2025 09:15,18-04-2025 09:52,6,15.07,76,221,3,Google Pay,33.13,2.65,35.78
7139,15-04-2025 08:48,15-04-2025 09:34,5,18.75,181,68,3,Google Pay,40.61,8.48,49.09
7140,25-04-2025 03:10,25-04-2025 03:22,1,2.43,132,263,3,Google Pay,7.44,6.41,13.85
7141,02-04-2025 20:48,02-04-2025 21:44,5,21.3,151,131,3,Google Pay,45.79,9.4,55.19
7142,05-04-2025 10:20,05-04-2025 11:03,3,16.53,155,208,3,Google Pay,36.1,0.91,37.01
7143,25-04-2025 04:18,25-04-2025 05:16,5,16.01,235,212,3,Google Pay,35.04,0.52,35.56
7144,30-04-2025 00:14,30-04-2025 00:40,2,9.12,248,51,3,Google Pay,21.04,6.76,27.8
7145,17-04-2025 02:28,17-04-2025 03:28,1,18.05,165,42,3,Google Pay,39.19,2.67,41.86
7146,20-04-2025 15:37,20-04-2025 15:52,2,1.31,205,247,3,Google Pay,5.16,6.79,11.95
7147,28-04-2025 18:48,28-04-2025 19:08,6,2.41,165,195,3,Google Pay,7.4,7.23,14.63
7148,30-04-2025 16:13,30-04-2025 16:47,3,22.15,213,244,3,Google Pay,47.52,3.04,50.56
7149,13-04-2025 09:44,13-04-2025 10:35,6,10,254,200,3,Google Pay,22.83,9.53,32.36
7150,16-04-2025 05:52,16-04-2025 06:01,2,10.74,157,121,3,Google Pay,24.33,7.75,32.08
7151,13-04-2025 07:16,13-04-2025 07:21,2,6.65,177,203,3,Google Pay,16.02,3.67,19.69
7152,13-04-2025 03:43,13-04-2025 04:35,2,13.65,75,106,3,Google Pay,30.24,4.12,34.36
7153,05-04-2025 11:20,05-04-2025 11:27,4,2.03,178,250,3,Google Pay,6.63,7.16,13.79
7154,12-04-2025 14:54,12-04-2025 15:42,3,9.36,133,79,3,Google Pay,21.52,3.04,24.56
7155,30-04-2025 18:43,30-04-2025 19:31,2,16.05,125,165,3,Google Pay,35.12,2.95,38.07
7156,27-04-2025 14:04,27-04-2025 14:35,2,14.24,127,119,3,Google Pay,31.44,6.25,37.69
7157,18-04-2025 19:14,18-04-2025 20:14,6,29.99,225,57,3,Google Pay,63.46,1.35,64.81
7158,21-04-2025 23:39,22-04-2025 00:17,6,11.97,17,188,3,Google Pay,26.83,9.93,36.76
7159,12-04-2025 00:06,12-04-2025 00:41,2,11.92,246,52,3,Google Pay,26.73,2.87,29.6
7160,27-04-2025 19:02,27-04-2025 20:02,1,15.36,137,72,3,Google Pay,33.72,3.83,37.55
7161,09-04-2025 20:54,09-04-2025 21:23,4,6.11,217,241,3,Google Pay,14.92,2.24,17.16
7162,24-04-2025 15:55,24-04-2025 16:04,6,26.35,196,100,3,Google Pay,56.06,6.43,62.49
7163,16-04-2025 08:32,16-04-2025 09:27,1,17.38,201,155,3,Google Pay,37.83,0.6,38.43
7164,09-04-2025 04:31,09-04-2025 05:02,4,6.17,207,59,3,Google Pay,15.04,9.28,24.32
7165,15-04-2025 06:10,15-04-2025 06:31,2,23.91,16,259,3,Google Pay,51.1,3.04,54.14
7166,25-04-2025 22:08,25-04-2025 22:58,3,1.51,13,201,3,Google Pay,5.57,9.27,14.84
7167,01-04-2025 11:33,01-04-2025 12:12,5,29.49,78,176,3,Google Pay,62.44,2.54,64.98
7168,01-04-2025 09:15,01-04-2025 09:27,5,26.02,214,98,3,Google Pay,55.39,5.14,60.53
7169,04-04-2025 02:13,04-04-2025 03:03,2,17.6,119,182,3,Google Pay,38.27,6.95,45.22
7170,01-04-2025 13:03,01-04-2025 13:57,6,3.78,181,35,3,Google Pay,10.18,6.13,16.31
7171,19-04-2025 17:11,19-04-2025 17:54,1,6.85,137,87,3,Google Pay,16.42,5.12,21.54
7172,05-04-2025 10:42,05-04-2025 11:28,3,8.74,179,158,3,Google Pay,20.26,7.89,28.15
7173,24-04-2025 21:43,24-04-2025 22:22,4,7.61,208,116,3,Google Pay,17.97,4.7,22.67
7174,05-04-2025 17:29,05-04-2025 18:19,2,15.18,54,8,3,Google Pay,33.35,3.33,36.68
7175,21-04-2025 07:05,21-04-2025 07:11,3,28.36,79,107,3,Google Pay,60.14,7.19,67.33
7176,16-04-2025 23:56,17-04-2025 00:29,3,13.6,118,107,3,Google Pay,30.14,9.37,39.51
7177,10-04-2025 23:39,11-04-2025 00:14,6,20.02,106,114,3,Google Pay,43.19,6.01,49.2
7178,13-04-2025 21:26,13-04-2025 22:23,4,20.81,105,10,3,Google Pay,44.8,2.8,47.6
7179,12-04-2025 11:08,12-04-2025 11:59,3,26.21,118,60,3,Google Pay,55.77,7.63,63.4
7180,09-04-2025 18:53,09-04-2025 19:01,6,1.5,229,102,3,Google Pay,5.55,7.62,13.17
7181,02-04-2025 13:10,02-04-2025 13:33,1,12.43,148,63,3,Google Pay,27.76,2.67,30.43
7182,02-04-2025 01:53,02-04-2025 02:49,6,23.65,150,175,3,Google Pay,50.57,3.85,54.42
7183,29-04-2025 04:32,29-04-2025 05:02,1,24.54,256,197,3,Google Pay,52.38,1.41,53.79
7184,05-04-2025 04:25,05-04-2025 05:23,1,27.86,82,222,3,Google Pay,59.13,0.8,59.93
7185,03-04-2025 14:07,03-04-2025 15:04,3,21.23,16,190,3,Google Pay,45.65,8.07,53.72
7186,28-04-2025 00:57,28-04-2025 01:48,6,7.73,193,128,3,Google Pay,18.21,3.73,21.94
7187,30-04-2025 21:11,30-04-2025 22:05,1,15.42,211,46,3,Google Pay,33.84,2.81,36.65
7188,10-04-2025 20:49,10-04-2025 20:56,4,1.45,74,69,3,Google Pay,5.45,2.56,8.01
7189,28-04-2025 06:41,28-04-2025 07:09,3,19.58,61,58,3,Google Pay,42.3,0.75,43.05
7190,30-04-2025 00:57,30-04-2025 01:27,6,16.85,24,216,3,Google Pay,36.75,9.85,46.6
7191,06-04-2025 13:01,06-04-2025 13:51,6,20.17,23,115,3,Google Pay,43.5,3.67,47.17
7192,06-04-2025 11:02,06-04-2025 11:39,5,27.94,258,10,3,Google Pay,59.29,1.64,60.93
7193,04-04-2025 22:21,04-04-2025 23:06,6,20.77,198,86,3,Google Pay,44.72,8.64,53.36
7194,28-04-2025 12:28,28-04-2025 13:14,3,9.95,53,147,3,Google Pay,22.72,7.23,29.95
7195,06-04-2025 21:53,06-04-2025 22:26,4,6.36,139,118,3,Google Pay,15.43,6.63,22.06
7196,18-04-2025 02:38,18-04-2025 03:10,6,25.71,201,135,3,Google Pay,54.76,2.97,57.73
7197,30-04-2025 20:57,30-04-2025 21:52,5,6.23,164,15,3,Google Pay,15.16,4.15,19.31
7198,30-04-2025 11:41,30-04-2025 11:53,3,5.27,92,206,3,Google Pay,13.21,8.41,21.62
7199,26-04-2025 18:17,26-04-2025 18:28,1,6.6,23,233,3,Google Pay,15.91,6.4,22.31
7200,09-04-2025 09:48,09-04-2025 10:02,2,15.51,88,66,3,Google Pay,34.02,3.46,37.48
7201,06-04-2025 01:04,06-04-2025 02:03,2,4.16,182,4,3,Google Pay,10.96,1.09,12.05
7202,09-04-2025 09:15,09-04-2025 09:36,1,28.17,21,3,3,Google Pay,59.76,9,68.76
7203,12-04-2025 12:42,12-04-2025 13:35,6,29,49,259,3,Google Pay,61.44,9.56,71
7204,14-04-2025 09:44,14-04-2025 10:41,2,29.23,190,203,3,Google Pay,61.91,7.19,69.1
7205,22-04-2025 06:02,22-04-2025 06:44,2,1.65,205,240,3,Google Pay,5.85,6.91,12.76
7206,04-04-2025 10:42,04-04-2025 11:35,1,28.41,44,93,3,Google Pay,60.24,5.38,65.62
7207,30-04-2025 01:43,30-04-2025 02:38,6,29.92,128,23,3,Google Pay,63.31,9.72,73.03
7208,21-04-2025 15:16,21-04-2025 15:28,6,28.3,189,87,3,Google Pay,60.02,6.94,66.96
7209,13-04-2025 13:53,13-04-2025 14:44,1,20.29,170,51,3,Google Pay,43.74,0.77,44.51
7210,20-04-2025 10:22,20-04-2025 10:37,6,21.19,201,43,3,Google Pay,45.57,0.92,46.49
7211,15-04-2025 17:14,15-04-2025 17:42,6,4.11,125,204,3,Google Pay,10.85,9.64,20.49
7212,12-04-2025 17:04,12-04-2025 17:35,3,26.29,16,58,3,Google Pay,55.94,9.43,65.37
7213,08-04-2025 08:54,08-04-2025 09:41,3,2.26,20,59,3,Google Pay,7.09,5.58,12.67
7214,04-04-2025 08:49,04-04-2025 09:15,1,9.87,19,168,3,Google Pay,22.56,2.14,24.7
7215,13-04-2025 14:52,13-04-2025 15:06,4,29.74,13,174,3,Google Pay,62.95,5.84,68.79
7216,03-04-2025 20:08,03-04-2025 20:28,2,12.96,17,207,3,Google Pay,28.84,7.64,36.48
7217,18-04-2025 10:07,18-04-2025 11:02,3,4.37,206,111,3,Google Pay,11.38,0.08,11.46
7218,18-04-2025 16:26,18-04-2025 17:01,2,29.09,30,23,3,Google Pay,61.63,8.23,69.86
7219,16-04-2025 03:20,16-04-2025 03:38,5,29.53,43,233,3,Google Pay,62.52,4.65,67.17
7220,03-04-2025 17:36,03-04-2025 17:57,1,6.02,93,172,3,Google Pay,14.74,4.63,19.37
7221,12-04-2025 18:03,12-04-2025 18:14,4,26.01,66,11,3,Google Pay,55.37,4.34,59.71
7222,13-04-2025 01:05,13-04-2025 01:31,5,12.02,119,60,3,Google Pay,26.93,6.92,33.85
7223,09-04-2025 02:20,09-04-2025 03:06,5,11.75,72,232,3,Google Pay,26.38,2.09,28.47
7224,21-04-2025 01:13,21-04-2025 02:02,6,8.25,162,235,3,Google Pay,19.27,6.07,25.34
7225,04-04-2025 03:48,04-04-2025 03:57,5,1.82,218,3,3,Google Pay,6.2,0.44,6.64
7226,23-04-2025 09:05,23-04-2025 09:39,1,8.41,254,144,3,Google Pay,19.59,8.11,27.7
7227,10-04-2025 03:11,10-04-2025 04:01,3,2.09,59,230,3,Google Pay,6.75,8.15,14.9
7228,28-04-2025 18:36,28-04-2025 19:12,1,27.77,32,9,3,Google Pay,58.94,3.12,62.06
7229,18-04-2025 20:51,18-04-2025 21:44,3,20.02,120,193,3,Google Pay,43.19,1.05,44.24
7230,09-04-2025 02:54,09-04-2025 03:14,5,26.66,2,127,3,Google Pay,56.69,7.48,64.17
7231,30-04-2025 09:02,30-04-2025 09:55,5,21.66,118,48,3,Google Pay,46.52,4.7,51.22
7232,23-04-2025 09:27,23-04-2025 09:48,4,4.37,37,107,3,Google Pay,11.38,9.25,20.63
7233,05-04-2025 22:26,05-04-2025 22:52,3,28.25,97,253,3,Google Pay,59.92,3.53,63.45
7234,07-04-2025 13:08,07-04-2025 13:31,5,27.05,257,27,3,Google Pay,57.48,8.42,65.9
7235,25-04-2025 14:30,25-04-2025 15:19,6,10.77,128,9,3,Google Pay,24.39,0.25,24.64
7236,20-04-2025 15:02,20-04-2025 15:35,2,3.79,156,220,3,Google Pay,10.2,7.73,17.93
7237,10-04-2025 22:32,10-04-2025 22:58,4,21.27,145,158,3,Google Pay,45.73,6.78,52.51
7238,28-04-2025 22:36,28-04-2025 23:31,1,21.99,57,14,3,Google Pay,47.2,5.26,52.46
7239,30-04-2025 06:41,30-04-2025 07:14,4,26.96,70,29,3,Google Pay,57.3,9.1,66.4
7240,05-04-2025 20:03,05-04-2025 20:52,2,2.05,44,26,3,Google Pay,6.67,9.42,16.09
7241,21-04-2025 02:19,21-04-2025 02:40,3,4.68,212,214,3,Google Pay,12.01,9.3,21.31
7242,12-04-2025 18:53,12-04-2025 19:34,1,18.15,175,143,3,Google Pay,39.39,5.98,45.37
7243,05-04-2025 16:49,05-04-2025 17:11,1,18.76,141,115,3,Google Pay,40.63,5.19,45.82
7244,02-04-2025 14:04,02-04-2025 14:47,3,1.49,76,218,3,Google Pay,5.53,2.69,8.22
7245,04-04-2025 07:38,04-04-2025 07:45,4,12.21,158,81,3,Google Pay,27.32,1.62,28.94
7246,04-04-2025 04:54,04-04-2025 05:47,5,17.73,85,201,3,Google Pay,38.54,5.57,44.11
7247,27-04-2025 00:03,27-04-2025 00:16,4,22.27,18,67,3,Google Pay,47.76,1.48,49.24
7248,12-04-2025 09:43,12-04-2025 09:57,2,9.83,42,249,3,Google Pay,22.48,1.72,24.2
7249,21-04-2025 07:01,21-04-2025 07:39,6,14.78,134,144,3,Google Pay,32.54,3.57,36.11
7250,01-04-2025 20:29,01-04-2025 20:52,5,24.51,102,141,3,Google Pay,52.32,1.87,54.19
7251,23-04-2025 15:37,23-04-2025 15:43,4,28.64,137,96,3,Google Pay,60.71,5.02,65.73
7252,07-04-2025 18:35,07-04-2025 18:54,6,7.29,222,118,3,Google Pay,17.32,6.64,23.96
7253,30-04-2025 17:06,30-04-2025 17:34,6,7.96,229,185,3,Google Pay,18.68,6.98,25.66
7254,30-04-2025 03:25,30-04-2025 04:06,3,28.22,119,245,3,Google Pay,59.86,5.33,65.19
7255,01-04-2025 00:56,01-04-2025 01:24,2,12.18,99,201,3,Google Pay,27.26,5.22,32.48
7256,02-04-2025 17:19,02-04-2025 18:09,2,21.69,159,110,3,Google Pay,46.59,4.75,51.34
7257,18-04-2025 18:30,18-04-2025 18:53,2,18.56,239,212,3,Google Pay,40.22,2.45,42.67
7258,13-04-2025 03:01,13-04-2025 03:25,5,8.92,189,259,3,Google Pay,20.63,6.54,27.17
7259,07-04-2025 21:35,07-04-2025 22:25,1,19.78,249,164,3,Google Pay,42.7,6.57,49.27
7260,16-04-2025 00:15,16-04-2025 00:30,5,19.84,26,97,3,Google Pay,42.83,2.56,45.39
7261,18-04-2025 19:26,18-04-2025 20:07,4,17.98,189,210,3,Google Pay,39.05,7.01,46.06
7262,27-04-2025 03:39,27-04-2025 04:24,6,3.44,140,36,3,Google Pay,9.49,8.58,18.07
7263,01-04-2025 04:02,01-04-2025 04:26,6,29.86,181,100,3,Google Pay,63.19,5.95,69.14
7264,24-04-2025 10:56,24-04-2025 11:31,1,12.31,21,21,3,Google Pay,27.52,1.18,28.7
7265,23-04-2025 07:57,23-04-2025 08:47,4,19.33,163,217,3,Google Pay,41.79,3.27,45.06
7266,22-04-2025 18:15,22-04-2025 18:48,1,26.63,71,104,3,Google Pay,56.63,0.93,57.56
7267,20-04-2025 20:17,20-04-2025 21:05,6,12.99,82,112,3,Google Pay,28.9,3.02,31.92
7268,19-04-2025 09:10,19-04-2025 09:33,5,23.33,155,219,3,Google Pay,49.92,2.12,52.04
7269,04-04-2025 04:34,04-04-2025 04:48,2,29.17,47,120,3,Google Pay,61.79,5.55,67.34
7270,25-04-2025 13:57,25-04-2025 14:49,6,11.09,194,249,3,Google Pay,25.04,4.24,29.28
7271,11-04-2025 06:41,11-04-2025 07:37,3,12.46,224,96,3,Google Pay,27.83,7.23,35.06
7272,01-04-2025 03:36,01-04-2025 04:25,2,27.21,237,188,3,Google Pay,57.81,3.63,61.44
7273,18-04-2025 11:53,18-04-2025 12:06,6,5.21,10,144,3,Google Pay,13.09,1.55,14.64
7274,22-04-2025 22:32,22-04-2025 22:46,5,1.34,152,28,3,Google Pay,5.22,2.36,7.58
7275,06-04-2025 12:23,06-04-2025 13:06,1,27.31,104,6,3,Google Pay,58.01,5.46,63.47
7276,26-04-2025 19:34,26-04-2025 19:57,2,24.74,124,262,3,Google Pay,52.79,4.5,57.29
7277,25-04-2025 08:41,25-04-2025 09:40,5,29.19,185,230,3,Google Pay,61.83,0.43,62.26
7278,17-04-2025 08:02,17-04-2025 08:31,4,2.22,41,122,3,Google Pay,7.01,2.1,9.11
7279,16-04-2025 04:12,16-04-2025 04:33,3,5.11,11,194,3,Google Pay,12.89,2.97,15.86
7280,14-04-2025 18:46,14-04-2025 19:31,2,3.61,218,105,3,Google Pay,9.84,7.25,17.09
7281,19-04-2025 05:34,19-04-2025 05:53,1,20.66,1,199,3,Google Pay,44.49,7.3,51.79
7282,03-04-2025 12:17,03-04-2025 12:23,4,18.38,171,62,3,Google Pay,39.86,6.98,46.84
7283,29-04-2025 18:36,29-04-2025 19:35,5,11.1,53,80,3,Google Pay,25.06,8.18,33.24
7284,30-04-2025 10:46,30-04-2025 11:04,3,2.19,125,175,3,Google Pay,6.95,8.74,15.69
7285,05-04-2025 03:01,05-04-2025 03:43,1,19.37,175,9,3,Google Pay,41.87,0.71,42.58
7286,17-04-2025 15:03,17-04-2025 15:27,5,17.32,199,180,3,Google Pay,37.7,4.93,42.63
7287,25-04-2025 07:57,25-04-2025 08:11,5,3.83,256,162,3,Google Pay,10.28,1.49,11.77
7288,16-04-2025 11:26,16-04-2025 12:08,2,27.31,172,206,3,Google Pay,58.01,3.54,61.55
7289,04-04-2025 15:52,04-04-2025 15:57,2,6.37,59,60,3,Google Pay,15.45,6.63,22.08
7290,21-04-2025 22:02,21-04-2025 22:23,1,22.43,106,186,3,Google Pay,48.09,6.02,54.11
7291,14-04-2025 04:42,14-04-2025 05:10,6,26.61,125,75,3,Google Pay,56.59,1.29,57.88
7292,30-04-2025 11:33,30-04-2025 12:24,6,17.59,16,94,3,Google Pay,38.25,7.57,45.82
7293,10-04-2025 05:51,10-04-2025 06:28,5,7.78,38,67,3,Google Pay,18.31,7.87,26.18
7294,09-04-2025 00:54,09-04-2025 01:46,2,9.62,243,2,3,Google Pay,22.05,1.39,23.44
7295,26-04-2025 05:38,26-04-2025 06:38,3,26.63,210,178,3,Google Pay,56.63,6.16,62.79
7296,02-04-2025 18:57,02-04-2025 19:35,3,9.3,168,142,3,Google Pay,21.4,9.45,30.85
7297,18-04-2025 11:36,18-04-2025 12:06,5,22.51,98,44,3,Google Pay,48.25,0.94,49.19
7298,09-04-2025 16:37,09-04-2025 17:12,2,29.71,134,174,3,Google Pay,62.89,1.65,64.54
7299,14-04-2025 14:26,14-04-2025 15:10,1,29.99,181,231,3,Google Pay,63.46,7.66,71.12
7300,18-04-2025 18:05,18-04-2025 18:20,1,16.24,222,236,3,Google Pay,35.51,3.37,38.88
7301,05-04-2025 20:37,05-04-2025 21:04,1,24.88,149,93,3,Google Pay,53.07,9.56,62.63
7302,29-04-2025 16:48,29-04-2025 17:34,3,29.71,244,44,3,Google Pay,62.89,6.24,69.13
7303,17-04-2025 08:24,17-04-2025 08:38,2,11.55,76,27,3,Google Pay,25.98,4.83,30.81
7304,23-04-2025 03:23,23-04-2025 04:05,2,7.95,262,39,3,Google Pay,18.66,3.38,22.04
7305,04-04-2025 20:41,04-04-2025 21:40,3,3.87,231,248,3,Google Pay,10.37,2.39,12.76
7306,29-04-2025 19:10,29-04-2025 19:47,1,4.66,191,50,3,Google Pay,11.97,6.5,18.47
7307,20-04-2025 22:23,20-04-2025 22:48,1,25.68,134,209,3,Google Pay,54.7,5.92,60.62
7308,09-04-2025 14:56,09-04-2025 15:34,5,17.87,252,124,3,Google Pay,38.82,3.58,42.4
7309,07-04-2025 08:51,07-04-2025 09:19,6,26.27,245,249,3,Google Pay,55.89,9.18,65.07
7310,02-04-2025 14:59,02-04-2025 15:28,4,23.79,4,151,3,Google Pay,50.85,7.62,58.47
7311,09-04-2025 18:54,09-04-2025 19:54,6,20.38,37,64,3,Google Pay,43.92,2.6,46.52
7312,02-04-2025 03:42,02-04-2025 04:18,2,18.47,71,241,3,Google Pay,40.04,9.43,49.47
7313,27-04-2025 23:39,28-04-2025 00:25,2,1.93,262,167,3,Google Pay,6.42,7.56,13.98
7314,11-04-2025 20:29,11-04-2025 20:44,2,26.23,237,240,3,Google Pay,55.81,8.97,64.78
7315,23-04-2025 06:22,23-04-2025 07:22,6,12.83,178,49,3,Google Pay,28.58,1.36,29.94
7316,18-04-2025 16:38,18-04-2025 17:16,4,17.01,96,187,3,Google Pay,37.07,0.33,37.4
7317,03-04-2025 20:48,03-04-2025 21:23,5,1.15,227,148,3,Google Pay,4.84,4.93,9.77
7318,25-04-2025 14:25,25-04-2025 14:41,6,28.11,11,189,3,Google Pay,59.63,4.48,64.11
7319,30-04-2025 06:46,30-04-2025 07:21,4,27.13,189,111,3,Google Pay,57.64,8.7,66.34
7320,15-04-2025 00:07,15-04-2025 00:36,1,16.53,209,237,3,Google Pay,36.1,1.72,37.82
7321,23-04-2025 17:47,23-04-2025 17:52,1,17.53,13,159,3,Google Pay,38.13,0.24,38.37
7322,25-04-2025 07:12,25-04-2025 07:59,2,21.3,162,60,3,Google Pay,45.79,5.29,51.08
7323,21-04-2025 10:45,21-04-2025 10:54,3,8.31,60,75,3,Google Pay,19.39,1.78,21.17
7324,01-04-2025 17:55,01-04-2025 18:21,2,7.05,5,228,3,Google Pay,16.83,0.5,17.33
7325,02-04-2025 16:27,02-04-2025 16:46,3,20.38,202,154,3,Google Pay,43.92,0.22,44.14
7326,16-04-2025 10:35,16-04-2025 10:59,4,3.58,12,241,3,Google Pay,9.78,1.42,11.2
7327,03-04-2025 13:13,03-04-2025 13:31,1,13.89,240,227,3,Google Pay,30.73,3.76,34.49
7328,16-04-2025 08:52,16-04-2025 09:11,6,15.04,225,169,3,Google Pay,33.07,8.84,41.91
7329,02-04-2025 22:45,02-04-2025 22:59,3,11.75,182,262,3,Google Pay,26.38,7.61,33.99
7330,19-04-2025 10:55,19-04-2025 11:17,4,5.97,178,9,3,Google Pay,14.63,5.3,19.93
7331,06-04-2025 09:05,06-04-2025 09:48,1,10.98,118,98,3,Google Pay,24.82,4.3,29.12
7332,10-04-2025 15:12,10-04-2025 16:06,6,10.46,76,12,3,Google Pay,23.76,4.56,28.32
7333,30-04-2025 18:10,30-04-2025 19:01,3,15.23,46,71,3,Google Pay,33.46,8.85,42.31
7334,24-04-2025 19:23,24-04-2025 20:18,2,20.4,227,135,3,Google Pay,43.96,7.25,51.21
7335,21-04-2025 20:39,21-04-2025 20:51,2,29.06,240,259,3,Google Pay,61.57,1.72,63.29
